"Address space creep";FastMM4;4297;4296;532476
"Address space creep (larger blocks)";FastMM4;1984;1984;846932
"Array Upsize 1 thread";FastMM4;719;718;357140
"Block downsize";FastMM4;9563;9563;198228
"Block size spread";FastMM4;4405;4406;456788
"Double Variables Access  3 arrays at a time";FastMM4;1735;1750;122452
"Double Variables Access  6 arrays at a time";FastMM4;1703;1703;121172
"Double Variables Access 18 arrays at a time";FastMM4;1750;1750;122452
"Fill Char using 2 threads";FastMM4;5813;2906;128084
"Fragmentation Test";FastMM4;4343;4344;161364
"Large block spread";FastMM4;2891;2890;386132
"Linked-list container";FastMM4;2984;2984;784212
"Many Short Lived Threads";FastMM4;1344;188;121684
"Mem Free 1";FastMM4;703;735;122964
"Move 2 arrays at a time";FastMM4;2656;2656;140884
"Move 4 arrays at a time";FastMM4;2859;2859;136020
"Multi-threaded  2 allocate, use and free";FastMM4;6595;3344;126804
"Multi-threaded  2 reallocate and use";FastMM4;6671;3407;130644
"Multi-threaded  4 allocate, use and free";FastMM4;8000;2047;135764
"Multi-threaded  4 reallocate and use";FastMM4;8000;2094;143444
"Multi-threaded  8 allocate, use and free";FastMM4;13125;1688;152404
"Multi-threaded  8 reallocate and use";FastMM4;13141;1735;170324
"Multi-threaded 12 allocate, use and free";FastMM4;13500;1734;169044
"Multi-threaded 12 reallocate and use";FastMM4;13469;1797;193364
"Multi-threaded 16 allocate, use and free";FastMM4;13562;1750;185684
"Multi-threaded 16 reallocate and use";FastMM4;13484;1859;218644
"Multi-threaded 31 allocate, use and free";FastMM4;13297;1719;244564
"Multi-threaded 31 reallocate and use";FastMM4;13547;1782;304404
"Multi-threaded 64 allocate, use and free";FastMM4;12641;1641;375124
"Multi-threaded 64 reallocate and use";FastMM4;13250;1734;502164
"NexusDB with  1 thread(s)";FastMM4;4047;4046;137044
"NexusDB with  2 thread(s)";FastMM4;4625;2313;156244
"NexusDB with  4 thread(s)";FastMM4;5594;1500;193364
"NexusDB with  8 thread(s)";FastMM4;9093;1156;266324
"NexusDB with 12 thread(s)";FastMM4;11890;1562;339284
"NexusDB with 16 thread(s)";FastMM4;8985;1140;410964
"NexusDB with 31 thread(s)";FastMM4;8423;1125;686164
"NexusDB with 64 thread(s)";FastMM4;12578;1672;1285204
"Quick Sort Extended Array";FastMM4;91406;12031;128084
"Quick Sort Integer Array";FastMM4;4203;4203;119124
"Raw Performance  1 thread";FastMM4;4813;4813;187476
"Raw Performance  2 threads";FastMM4;6860;3453;138772
"Raw Performance  4 threads";FastMM4;11251;2843;157460
"Raw Performance  8 threads";FastMM4;25515;3266;196116
"Raw Performance 12 threads";FastMM4;26906;3453;234772
"Raw Performance 16 threads";FastMM4;23859;3078;272148
"Raw Performance 31 threads";FastMM4;23516;3047;414420
"Raw Performance 64 threads";FastMM4;50766;6516;730452
"ReallocMem Large (1-952224b)";FastMM4;10203;10204;1305876
"ReallocMem Medium (1-4039b)";FastMM4;12609;12609;119124
"ReallocMem Small (1-555b)";FastMM4;14485;14484;117844
"Single Variables Access  3 arrays at a time";FastMM4;1500;1500;121940
"Single Variables Access  6 arrays at a time";FastMM4;1329;1328;119124
"Single-threaded allocate, use and free";FastMM4;17218;17219;666836
"Single-threaded reallocate and use";FastMM4;6344;6344;1015636
"Single-threaded tiny reallocate and use";FastMM4;4234;4234;117844
"Small upsize";FastMM4;8328;8328;125716
"Sort Extended Array";FastMM4;90610;14125;128084
"Sort Integer Array";FastMM4;10218;10219;119124
"String  2 Thread Test";FastMM4;10391;5281;120404
"String  4 Thread Test";FastMM4;15735;4078;120404
"String  8 Thread Test";FastMM4;33547;4234;120404
"String 12 Thread Test";FastMM4;32390;4343;120404
"String 16 Thread Test";FastMM4;33110;4438;119124
"String 31 Thread Test";FastMM4;34827;4719;120404
"String 64 Thread Test";FastMM4;35954;4875;120404
"Tiny downsize";FastMM4;2281;2281;122644
"Transient threaded objects (96 threads)";FastMM4;5343;687;242004
"VerySmall downsize";FastMM4;469;469;120724
